epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,6570.68,0.23577,0.37047,0.82555,0.87999,0.97108,0.94167,0.93497,0.18447,0.31389,0.75257,5.4067e-05,5.4067e-05,5.4067e-05
61,6679.06,0.2409,0.36825,0.82845,0.87528,0.96535,0.94117,0.93578,0.17862,0.31318,0.75168,5.278e-05,5.278e-05,5.278e-05
62,6800.02,0.23663,0.37204,0.82628,0.87342,0.95152,0.94089,0.93416,0.18133,0.32101,0.75249,5.1493e-05,5.1493e-05,5.1493e-05
63,6946.08,0.22907,0.35022,0.82161,0.8835,0.96888,0.9437,0.93597,0.17987,0.31179,0.7524,5.0206e-05,5.0206e-05,5.0206e-05
64,7104.69,0.23374,0.3578,0.82454,0.87555,0.94669,0.93962,0.9335,0.17378,0.31461,0.75088,4.8919e-05,4.8919e-05,4.8919e-05
65,7271.65,0.23088,0.35716,0.82208,0.86888,0.95919,0.94076,0.93129,0.17255,0.30898,0.75067,4.7632e-05,4.7632e-05,4.7632e-05
66,7412.69,0.23032,0.36299,0.82592,0.86406,0.96569,0.94096,0.93447,0.17831,0.31898,0.75198,4.6345e-05,4.6345e-05,4.6345e-05
67,7575.33,0.22804,0.35287,0.82094,0.87821,0.97063,0.94394,0.93707,0.17625,0.31578,0.75131,4.5058e-05,4.5058e-05,4.5058e-05
68,7723.52,0.2225,0.3514,0.82398,0.87001,0.96038,0.93822,0.93104,0.17883,0.31612,0.75247,4.3771e-05,4.3771e-05,4.3771e-05
69,7897.27,0.22355,0.35199,0.81988,0.86136,0.95765,0.94323,0.93733,0.17173,0.31804,0.75056,4.2484e-05,4.2484e-05,4.2484e-05
70,8087.75,0.22457,0.34589,0.82402,0.87879,0.95676,0.93755,0.93219,0.17175,0.31251,0.7508,4.1197e-05,4.1197e-05,4.1197e-05
71,8255.89,0.22042,0.34165,0.82618,0.83924,0.98169,0.94228,0.93572,0.18248,0.31776,0.75263,3.991e-05,3.991e-05,3.991e-05
72,8379.4,0.22065,0.34274,0.82432,0.87523,0.95984,0.94031,0.9339,0.17519,0.30822,0.75089,3.8623e-05,3.8623e-05,3.8623e-05
73,8525.7,0.21963,0.33709,0.82245,0.87031,0.95706,0.93919,0.93198,0.17653,0.31636,0.7517,3.7336e-05,3.7336e-05,3.7336e-05
74,8683.84,0.21947,0.33377,0.82125,0.87002,0.95728,0.93807,0.93196,0.17236,0.31019,0.7506,3.6049e-05,3.6049e-05,3.6049e-05
75,8868.95,0.22207,0.34469,0.82316,0.87866,0.95795,0.94035,0.93343,0.16803,0.30426,0.74997,3.4762e-05,3.4762e-05,3.4762e-05
76,9032.86,0.21609,0.33445,0.81947,0.87725,0.95787,0.94193,0.93558,0.17493,0.30715,0.75099,3.3475e-05,3.3475e-05,3.3475e-05
77,9148.05,0.22127,0.33624,0.8199,0.87845,0.95412,0.93987,0.93205,0.17122,0.31097,0.7513,3.2188e-05,3.2188e-05,3.2188e-05
78,9266.65,0.21733,0.34687,0.8227,0.87853,0.96525,0.94087,0.93512,0.17293,0.31031,0.75041,3.0901e-05,3.0901e-05,3.0901e-05
79,9397.57,0.21461,0.32796,0.81864,0.8753,0.96948,0.94122,0.93633,0.17131,0.30445,0.75017,2.9614e-05,2.9614e-05,2.9614e-05
80,9566.33,0.21225,0.32781,0.81878,0.87306,0.96025,0.94234,0.93539,0.17101,0.30583,0.75077,2.8327e-05,2.8327e-05,2.8327e-05
81,9756.28,0.21426,0.33045,0.82043,0.87527,0.95264,0.9419,0.93498,0.17062,0.3079,0.75023,2.704e-05,2.704e-05,2.704e-05
82,9922.89,0.2138,0.33359,0.81847,0.87492,0.95714,0.94002,0.93254,0.16907,0.31176,0.74981,2.5753e-05,2.5753e-05,2.5753e-05
83,10132.6,0.2103,0.32862,0.82142,0.87839,0.95777,0.93984,0.93343,0.17163,0.31429,0.75052,2.4466e-05,2.4466e-05,2.4466e-05
84,10320.3,0.2106,0.32508,0.81657,0.88072,0.95711,0.9388,0.93246,0.16871,0.30618,0.75009,2.3179e-05,2.3179e-05,2.3179e-05
85,10474.6,0.21566,0.32661,0.81979,0.88006,0.95854,0.94207,0.93596,0.16859,0.30653,0.74996,2.1892e-05,2.1892e-05,2.1892e-05
86,10646.3,0.21241,0.32499,0.81947,0.87457,0.95644,0.94137,0.93498,0.16702,0.30809,0.74961,2.0605e-05,2.0605e-05,2.0605e-05
87,10779,0.20992,0.32266,0.81547,0.87497,0.9652,0.94045,0.93398,0.16523,0.31035,0.74957,1.9318e-05,1.9318e-05,1.9318e-05
88,10986.8,0.20899,0.32486,0.81832,0.87408,0.95641,0.9416,0.93555,0.16638,0.31067,0.74978,1.8031e-05,1.8031e-05,1.8031e-05
89,11166,0.21028,0.32061,0.81987,0.86796,0.96134,0.94054,0.9352,0.16504,0.31203,0.74943,1.6744e-05,1.6744e-05,1.6744e-05
90,11342.4,0.20834,0.32078,0.82207,0.87569,0.96147,0.94009,0.93358,0.16724,0.31069,0.75011,1.5457e-05,1.5457e-05,1.5457e-05
91,11627.3,0.16988,0.28211,0.78638,0.87901,0.95112,0.93444,0.92797,0.17034,0.32026,0.75012,1.417e-05,1.417e-05,1.417e-05
92,11866.9,0.16412,0.27119,0.78251,0.87614,0.95065,0.93479,0.92941,0.16917,0.31705,0.74962,1.2883e-05,1.2883e-05,1.2883e-05
93,12105.8,0.16085,0.26265,0.78219,0.87552,0.94986,0.93592,0.93028,0.1694,0.31171,0.7493,1.1596e-05,1.1596e-05,1.1596e-05
94,12328,0.16098,0.26328,0.78477,0.87489,0.94876,0.93353,0.92764,0.16845,0.31285,0.74954,1.0309e-05,1.0309e-05,1.0309e-05
95,12556.5,0.15913,0.26051,0.78421,0.87977,0.94657,0.93674,0.93175,0.16676,0.31499,0.74931,9.022e-06,9.022e-06,9.022e-06
96,12789.6,0.15879,0.25726,0.77865,0.88,0.9475,0.93524,0.9295,0.16743,0.31385,0.74944,7.735e-06,7.735e-06,7.735e-06
97,13045,0.15954,0.2646,0.78179,0.87905,0.94709,0.93483,0.92944,0.16685,0.31631,0.74927,6.448e-06,6.448e-06,6.448e-06
98,13276.6,0.15779,0.25597,0.77955,0.87947,0.94686,0.93575,0.92924,0.16718,0.31505,0.74901,5.161e-06,5.161e-06,5.161e-06
99,13508.3,0.15622,0.25736,0.78517,0.87889,0.94626,0.93531,0.93049,0.1657,0.31448,0.7488,3.874e-06,3.874e-06,3.874e-06
100,13729,0.15414,0.25226,0.77654,0.87966,0.94783,0.93314,0.92746,0.16612,0.31343,0.74881,2.587e-06,2.587e-06,2.587e-06
